144.45,144.45,140.5,2148.0,309.0,307.07,143.55
142.0,143.9,137.5,8079.0,452.0,1132.07,138.65
140.95,141.9,139.25,2808.0,156.0,394.65,140.6
139.5,140.9,139.0,1378.0,115.0,192.01,139.2
141.85,141.85,136.5,4483.0,452.0,618.65,138.3
141.9,141.9,137.6,2656.0,334.0,369.2,138.8
140.0,140.95,138.4,3359.0,275.0,469.97,138.55
135.2,144.15,135.2,4921.0,263.0,687.17,143.25
143.05,145.1,140.7,4782.0,427.0,684.58,142.45
143.5,145.0,141.05,2838.0,349.0,407.71,144.05
143.0,144.65,142.15,5262.0,399.0,753.94,143.45
143.0,146.7,142.75,2689.0,366.0,387.52,144.65
144.7,144.7,142.15,2937.0,186.0,422.9,144.1
143.1,146.0,142.2,2850.0,188.0,410.12,144.35
143.0,147.7,142.05,3656.0,272.0,527.32,144.1
145.3,162.0,145.25,55546.0,1867.0,8679.7,154.95
155.5,159.7,152.0,59054.0,739.0,9057.93,153.0
155.3,160.5,152.35,13295.0,728.0,2089.23,153.75
156.95,158.0,151.05,10269.0,498.0,1580.82,152.75
154.0,158.0,150.55,8007.0,418.0,1241.75,154.05
157.0,160.8,153.55,7200.0,504.0,1126.55,155.9
155.9,163.75,152.65,31540.0,1754.0,5089.59,160.9
161.0,164.2,158.55,11730.0,460.0,1886.89,159.4
159.0,162.95,156.6,18454.0,610.0,2952.82,161.15
160.9,163.5,160.0,17254.0,337.0,2794.2,161.7
161.0,165.85,155.2,32097.0,669.0,5225.94,162.9
162.25,183.55,162.25,233155.0,6081.0,41292.45,170.3
173.0,177.0,168.0,44909.0,1509.0,7765.33,175.6
174.0,174.0,167.95,4043.0,299.0,692.24,172.15
172.9,194.05,171.6,269096.0,8013.0,50777.35,190.65
193.25,193.45,187.0,93922.0,2635.0,17949.67,191.0
194.45,198.7,186.25,76577.0,2042.0,14714.5,188.6
190.05,204.0,188.0,155496.0,4006.0,30905.4,200.35
201.95,208.8,198.1,84643.0,2887.0,17281.71,202.25
204.7,204.7,195.55,27754.0,1470.0,5581.09,198.25
199.0,201.9,195.0,8874.0,566.0,1750.09,196.1
199.65,207.9,195.05,40073.0,1678.0,8129.85,201.6
202.0,203.0,195.25,9615.0,537.0,1906.45,196.7
197.0,198.05,192.0,9381.0,468.0,1830.94,192.95
192.2,195.5,188.45,6772.0,473.0,1297.99,191.45
188.05,198.7,188.05,11251.0,485.0,2205.23,197.2
198.0,198.05,192.25,7233.0,372.0,1408.31,193.65
193.0,200.95,186.5,21061.0,1273.0,4092.65,195.4
196.9,231.8,190.2,492253.0,14280.0,109431.98,218.0
219.45,219.95,208.05,61889.0,3172.0,13194.83,210.5
211.05,225.0,209.2,61309.0,2594.0,13318.52,215.0
214.0,225.55,214.0,51009.0,1509.0,11328.29,220.35
220.15,232.4,219.0,92540.0,2562.0,21029.18,223.05
221.65,227.95,219.0,13667.0,729.0,3044.64,219.95
221.0,234.75,219.3,101320.0,3352.0,23215.5,225.65
227.65,231.95,222.25,38658.0,1539.0,8781.28,224.45
225.0,226.7,220.25,21724.0,941.0,4830.59,222.9
224.8,231.0,212.5,38095.0,2044.0,8462.39,220.1
223.0,223.95,216.2,15550.0,711.0,3413.71,217.55
215.05,225.0,215.05,16227.0,756.0,3604.92,221.1
221.2,236.0,220.0,77075.0,2699.0,17624.29,224.9
226.7,230.0,219.25,32896.0,919.0,7383.68,220.85
223.0,224.5,217.3,33685.0,1142.0,7465.71,221.3
222.75,225.0,218.2,19412.0,511.0,4268.59,218.45
220.0,224.0,214.0,18818.0,732.0,4085.7,215.75
216.9,219.9,209.5,45938.0,1459.0,9811.24,213.3
215.95,219.7,205.3,80341.0,1830.0,17260.26,210.15
224.85,242.5,224.25,511575.0,12364.0,120418.52,236.15
242.0,244.85,227.2,57526.0,1639.0,13486.19,233.45
246.3,258.35,242.05,147851.0,4744.0,37293.76,255.2
257.8,275.0,251.0,63294.0,2429.0,16897.17,273.7
278.0,288.0,264.7,105930.0,2474.0,29345.56,275.85
277.0,292.0,277.0,54640.0,1347.0,15665.05,287.15
293.85,295.0,284.65,27683.0,1049.0,8036.14,287.8
316.0,345.35,300.0,202539.0,5250.0,65506.46,303.9
309.65,325.0,295.05,90359.0,3030.0,27928.23,298.8
313.9,317.7,302.55,85269.0,2497.0,26463.25,307.25
309.65,312.7,303.25,32552.0,1021.0,10038.8,307.55
309.9,314.45,303.0,27092.0,894.0,8377.0,305.55
305.55,322.45,305.0,49795.0,2033.0,15684.51,316.65
324.95,331.5,321.0,92202.0,2459.0,29994.55,322.85
319.6,330.0,311.0,188640.0,4579.0,61283.94,318.65
316.5,324.0,313.1,37855.0,1216.0,12097.25,316.4
318.0,345.0,316.5,286753.0,6467.0,96507.99,338.85
342.0,344.0,331.5,57093.0,1807.0,19294.9,335.15
336.85,336.85,320.25,27465.0,1089.0,8956.29,327.8
331.0,336.95,315.0,35725.0,1382.0,11668.97,319.6
316.5,320.0,314.95,13751.0,640.0,4370.65,317.6
319.9,328.25,307.0,39717.0,1458.0,12592.7,309.75
306.0,310.15,297.0,20265.0,944.0,6117.19,302.15
302.0,324.8,298.0,48047.0,1718.0,15230.45,321.95
318.95,326.5,306.1,29091.0,1334.0,9195.44,310.45
311.8,318.2,308.1,25224.0,1265.0,7910.87,315.5
313.05,316.5,310.0,9401.0,371.0,2938.44,311.0
313.6,322.0,301.5,15597.0,709.0,4830.11,306.8
306.1,346.65,306.1,192075.0,5912.0,64010.33,329.45
332.0,339.95,328.75,61480.0,2186.0,20614.04,335.45
336.75,336.75,326.4,17819.0,782.0,5903.63,333.05
343.4,347.25,336.5,92220.0,2626.0,31649.02,339.4
341.3,354.0,341.3,60397.0,2141.0,21065.46,349.0
351.7,398.0,343.1,354965.0,8711.0,135165.86,392.4
393.3,397.0,382.35,138188.0,5067.0,53984.31,386.8
388.0,393.5,373.0,32591.0,1302.0,12445.08,376.8
385.8,396.0,374.1,161865.0,4131.0,62319.95,377.95
364.0,384.75,364.0,33710.0,1194.0,12748.79,372.15
372.5,384.9,354.2,48506.0,2690.0,17932.95,358.55
364.95,365.0,336.5,26100.0,1500.0,9202.26,345.25
341.8,357.75,325.25,39806.0,1886.0,13560.66,341.75
341.0,348.0,330.15,17350.0,1051.0,5893.68,333.35
338.7,348.9,325.1,35465.0,1669.0,12133.45,344.45
348.0,351.5,342.55,16100.0,769.0,5580.93,345.3
346.4,379.0,343.05,96599.0,4544.0,35055.09,356.5
356.0,361.0,350.7,45152.0,1739.0,16111.21,352.9
345.05,360.0,342.0,21879.0,1163.0,7639.94,346.4
347.0,363.0,347.0,42897.0,1420.0,15217.63,352.55
355.0,374.0,350.15,194632.0,5913.0,71178.64,366.8
369.95,373.5,360.0,53591.0,2082.0,19719.65,363.95
368.4,371.9,362.6,33033.0,1268.0,12148.55,365.9
367.9,367.9,351.7,17460.0,944.0,6243.66,354.1
354.0,369.05,353.0,29962.0,1638.0,10857.59,360.25
362.7,368.0,358.6,30144.0,1679.0,10956.09,365.05
362.0,378.0,361.4,48132.0,2181.0,17805.99,365.8
364.0,374.4,350.0,44331.0,2176.0,16074.17,357.95
348.1,348.1,298.3,169137.0,5587.0,53298.48,311.75
311.0,333.9,305.25,131545.0,4976.0,42725.7,323.7
326.0,326.0,314.0,47175.0,1828.0,15039.8,315.6
316.0,324.0,314.0,25751.0,1074.0,8193.33,315.1
312.5,317.95,304.0,46753.0,1661.0,14465.26,306.35
310.0,314.95,309.5,17127.0,694.0,5338.11,311.95
313.4,313.8,308.5,14809.0,663.0,4601.77,310.45
308.0,315.9,298.0,20963.0,1237.0,6436.09,304.05
305.0,310.0,305.0,11055.0,715.0,3396.3,306.55
306.0,320.05,306.0,35988.0,1430.0,11346.72,314.05
318.95,319.5,310.0,16580.0,769.0,5210.29,313.15
315.0,324.9,313.25,38322.0,1190.0,12258.44,318.15
315.3,324.5,314.0,27583.0,1080.0,8814.97,316.55
319.95,319.95,311.8,17033.0,783.0,5366.34,313.1
315.0,317.75,311.6,18185.0,563.0,5709.86,313.5
310.55,315.1,307.1,15239.0,629.0,4726.09,310.3
309.0,318.8,307.75,26187.0,1362.0,8169.87,309.8
308.15,322.5,308.15,38539.0,1769.0,12231.22,318.75
327.45,351.6,321.2,194547.0,6591.0,66441.34,343.3
341.0,351.0,335.75,47502.0,2351.0,16287.41,340.2
343.0,349.0,339.0,26322.0,1259.0,9072.34,342.45
344.45,344.45,327.0,25166.0,1081.0,8435.87,330.4
332.95,332.95,326.0,16754.0,694.0,5521.03,328.45
331.7,359.0,328.5,76331.0,2765.0,26547.51,354.35
359.0,374.0,355.75,72122.0,2469.0,26172.21,361.6
360.95,360.95,346.95,27349.0,1135.0,9692.4,354.8
357.7,361.0,350.0,18493.0,986.0,6549.21,354.35
358.0,369.0,349.0,31662.0,1421.0,11346.1,357.45
356.0,384.0,354.0,66188.0,3577.0,24572.1,370.6
374.4,398.0,350.0,86968.0,3654.0,32449.99,356.0
356.5,375.0,346.5,50051.0,2940.0,18204.31,372.1
375.0,387.0,364.9,93598.0,3333.0,35750.89,384.5
388.0,392.75,371.2,48578.0,2858.0,18445.29,372.8
370.05,418.8,368.25,442355.0,12606.0,180690.24,409.3
410.0,420.0,388.0,81152.0,4197.0,32771.96,390.15
398.0,408.9,371.0,96164.0,4250.0,37496.99,385.45
388.65,389.0,368.0,29126.0,1396.0,10965.52,370.95
370.45,380.95,360.1,27121.0,1361.0,10061.37,376.1
381.0,394.0,378.1,52783.0,1888.0,20314.08,381.05
383.25,388.9,376.95,28788.0,1417.0,11014.11,380.15
377.0,382.95,365.0,29849.0,1008.0,11097.62,368.75
365.1,378.9,355.0,16873.0,834.0,6170.05,359.65
356.1,361.75,343.35,13394.0,709.0,4753.04,355.3
356.3,365.0,351.1,16682.0,847.0,5965.8,355.9
357.25,368.05,347.05,43811.0,1276.0,15763.03,352.45
354.0,359.7,345.0,22502.0,1056.0,7928.61,353.55
356.9,358.0,348.1,11072.0,578.0,3894.43,349.5
348.0,353.1,333.1,13013.0,582.0,4474.21,339.0
340.55,343.2,326.1,19349.0,635.0,6450.73,331.85
337.5,346.8,337.45,12527.0,376.0,4268.08,342.5
345.0,358.0,337.75,18749.0,1181.0,6591.58,354.4
359.95,368.8,353.0,40641.0,1456.0,14652.43,356.6
359.7,364.75,352.0,11331.0,554.0,4074.25,360.0
364.0,370.95,355.0,15390.0,840.0,5574.83,358.05
359.45,362.5,347.45,13820.0,806.0,4896.04,351.45
352.0,361.9,350.3,17993.0,1108.0,6407.41,352.8
352.95,357.85,351.6,11256.0,645.0,3984.27,353.1
356.0,365.0,354.0,28412.0,880.0,10282.68,359.95
361.0,369.8,356.05,40801.0,1294.0,14803.57,359.95
362.15,382.25,360.0,54627.0,1991.0,20394.62,375.45
332.0,347.0,325.0,222366.0,7080.0,74489.88,327.65
325.0,335.8,321.5,73359.0,2426.0,24100.1,330.65
327.0,335.0,322.2,46319.0,2315.0,15119.01,324.25
326.4,327.2,322.0,33145.0,1395.0,10749.2,323.95
324.0,325.9,316.6,31600.0,1447.0,10114.65,318.3
319.7,329.0,316.6,59273.0,2115.0,19259.81,327.2
327.6,327.65,323.0,28129.0,1437.0,9125.81,323.35
322.0,335.25,322.0,163008.0,5428.0,53998.14,333.5
336.1,349.9,329.0,180982.0,7831.0,61854.57,332.15
331.0,339.0,329.0,47888.0,2765.0,16008.58,334.35
335.1,341.95,333.25,47217.0,2063.0,15964.81,337.25
337.1,343.9,331.1,37374.0,1521.0,12680.07,333.25
335.6,338.0,323.6,75847.0,2447.0,25112.07,330.25
334.6,352.0,326.1,120503.0,4773.0,41239.95,343.7
346.8,352.0,342.0,37338.0,1304.0,12940.45,346.35
344.0,360.0,344.0,75276.0,2098.0,26625.07,354.55
355.0,414.9,355.0,725001.0,21936.0,289324.07,400.4
403.4,404.8,381.15,177211.0,5486.0,69977.91,400.4
402.0,414.0,400.05,169957.0,4573.0,69276.48,407.5
411.3,438.0,406.0,463743.0,12407.0,198866.8,427.25
427.8,467.5,427.8,578148.0,15186.0,262512.59,454.65
455.85,474.0,445.1,211716.0,6599.0,97690.7,450.3
452.0,460.65,422.35,123909.0,5270.0,54700.9,428.75
429.1,505.8,429.1,1324890.0,37690.0,645075.84,497.3
495.55,501.85,475.6,466904.0,15222.0,228782.84,491.35
494.6,498.45,461.25,154392.0,6269.0,74903.59,466.4
462.9,480.0,452.1,124390.0,5493.0,58115.02,461.65
457.0,457.0,440.0,118556.0,3356.0,52905.26,444.05
446.95,466.3,416.0,115032.0,4387.0,51290.96,453.05
457.65,496.25,457.65,220922.0,6807.0,106092.55,472.25
481.95,493.4,460.5,164627.0,4760.0,79064.1,463.7
462.0,480.95,462.0,100378.0,3244.0,47665.01,475.75
478.0,492.0,464.8,157954.0,5272.0,75818.93,468.3
463.6,474.7,461.05,49864.0,2058.0,23266.06,463.3
465.0,498.0,453.0,255345.0,9468.0,123230.18,479.45
484.0,494.2,472.3,138148.0,4376.0,66909.58,474.55
474.0,478.85,463.65,70967.0,2158.0,33442.37,467.05
464.0,476.15,464.0,120295.0,3282.0,56622.66,466.05
464.0,471.1,464.0,42688.0,2684.0,20014.16,469.35
471.95,471.95,456.25,81990.0,3100.0,38303.69,463.85
465.0,485.7,465.0,186539.0,5767.0,88990.64,477.3
473.0,474.9,451.1,116594.0,4029.0,53965.59,453.8
453.8,466.1,447.0,95857.0,3255.0,43753.25,452.35
458.5,466.8,458.3,46663.0,1636.0,21595.85,461.6
466.0,468.75,459.0,39872.0,1179.0,18492.0,460.35
462.0,466.0,457.0,25249.0,1159.0,11668.02,461.5
464.2,488.2,463.0,169503.0,5528.0,80806.48,472.8
468.1,475.95,453.0,76147.0,2900.0,35198.88,457.85
463.05,465.65,449.0,43996.0,1555.0,20057.09,451.45
452.0,466.75,447.0,64010.0,2437.0,29496.17,462.55
462.5,474.95,457.0,47909.0,2437.0,22389.66,464.5
467.5,468.45,458.2,25750.0,1006.0,11935.73,460.6
460.6,471.75,450.3,43535.0,2227.0,20131.0,454.35
452.2,461.45,452.0,26927.0,1241.0,12278.2,454.1
459.7,460.95,442.0,46090.0,1771.0,20710.96,444.8
449.05,453.65,445.0,23923.0,970.0,10748.05,450.3
448.0,470.0,448.0,81057.0,3184.0,37251.26,456.25
458.6,468.35,453.0,56784.0,1993.0,26338.59,464.4
464.4,475.85,460.0,42039.0,1565.0,19711.33,461.5
459.9,469.0,456.6,26384.0,1398.0,12219.3,460.0
468.6,468.6,450.1,35427.0,1155.0,16241.22,457.1
460.0,460.0,435.5,51431.0,1954.0,22791.61,440.15
440.0,454.0,435.0,43199.0,1935.0,19209.03,438.3
441.7,441.7,420.55,31040.0,1297.0,13294.13,423.3
424.9,424.9,405.05,37959.0,1606.0,15705.34,411.65
411.8,428.8,410.1,41113.0,1581.0,17321.57,418.05
422.4,423.85,415.5,23520.0,700.0,9865.91,419.3
419.05,428.25,418.0,20670.0,976.0,8763.28,425.4
428.7,459.9,415.0,126737.0,4681.0,56885.34,446.8
455.35,464.2,450.0,80966.0,3737.0,36989.23,452.45
455.9,457.7,437.45,36237.0,2692.0,16270.98,446.6
449.9,454.0,444.0,22755.0,1431.0,10228.55,449.0
449.0,449.0,437.5,14016.0,1200.0,6215.01,442.7
444.0,445.05,428.0,16981.0,994.0,7395.82,431.5
429.9,444.4,429.9,21715.0,1540.0,9485.91,438.05
444.7,444.7,429.05,6824.0,530.0,2964.11,430.7
432.5,432.55,422.4,13569.0,1048.0,5793.25,425.05
428.95,436.7,427.0,14984.0,1274.0,6474.51,432.7
436.0,438.0,417.55,18311.0,883.0,7795.35,419.65
421.4,434.1,420.0,19628.0,1281.0,8384.23,427.55
424.5,443.05,424.5,22724.0,1280.0,9847.26,428.8
432.45,435.4,413.0,22528.0,1728.0,9538.69,414.8
413.0,420.0,413.0,16653.0,627.0,6920.27,415.3
416.7,417.8,410.0,11923.0,424.0,4914.48,411.6
412.1,433.0,400.0,69311.0,2159.0,29593.73,424.75
426.0,426.2,409.05,20517.0,1085.0,8549.84,413.0
414.8,432.0,414.8,44005.0,1720.0,18635.96,419.3
422.05,429.0,416.0,26681.0,780.0,11225.21,416.95
419.4,429.0,406.9,63955.0,2118.0,27059.61,424.3
437.95,449.9,427.0,152996.0,5620.0,67178.98,431.7
433.0,434.7,420.0,50200.0,1717.0,21377.52,423.8
425.1,429.0,410.0,19294.0,764.0,8061.64,412.65
414.7,419.8,406.75,25213.0,734.0,10358.3,409.4
408.0,417.0,400.0,32731.0,943.0,13271.68,402.3
402.0,408.85,398.1,13445.0,500.0,5463.86,406.2
409.65,409.65,403.9,18663.0,660.0,7567.52,404.7
401.25,403.7,382.0,21982.0,717.0,8741.39,392.0
392.5,403.95,375.5,28950.0,1056.0,11237.01,384.25
382.3,400.0,382.3,19915.0,854.0,7878.44,396.45
404.75,433.0,400.85,156315.0,4893.0,65796.94,420.7
419.0,429.85,415.3,28731.0,1050.0,12182.41,427.2
430.0,434.3,422.3,79820.0,3299.0,34440.35,428.45
435.1,439.3,425.0,59755.0,2260.0,25866.91,427.95
430.4,449.0,428.0,79661.0,3144.0,35192.93,447.15
